ID,Name,Address,Address2,City,State,Zip,Geocodable,Latitude,Longitude,Website,Phone,Email
315,North Hero State Park,3803 Lakeview Dr,,North Hero,VT,05474,3803 Lakeview Dr North Hero VT,44.908997,-73.2367019,http://www.vtstateparks.com/htm/northhero.htm,(802) 372-8727,
316,North Star Lodge,78 Weathervane Dr,,Killington,VT,05751,78 Weathervane Dr Killington VT,43.656895,-72.788048,http://www.northstarinn.com/,(802) 422.4040,
317,Norwich B n' B,229 Bradley Hill Rd,,Norwich,VT,05055,229 Bradley Hill Rd Norwich VT,43.753845,-72.295753,http://www.norwichbnb.com/,(802) 649-3800,
318,Norwich Gardens,80 US Route 5 S,,Norwich,VT,05055,80 US Route 5 S Norwich VT,43.70499,-72.31044,http://www.norwichgardens.com/,,
319,Norwich Inn,325 Main St,,Norwich,VT,05055,325 Main St Norwich VT,43.7151179,-72.308907,http://www.norwichinn.com/,(802) 649-1143,
320,Nova Mae Cafe,512 Main St,,Bennington,VT,05201,512 Main St Bennington VT,42.8782349,-73.193962,http://novamaecafe.wordpress.com/,(802) 447-9790,
321,Nye's Green Valley Farm Bed And Breakfast,8976 Vt Route 15,,Jeffersonville,VT,05464,8976 Vt Route 15 Jeffersonville VT,44.6576428,-72.7701382,http://www.nyesgreenvalleyfarm.com/,(802) 644-1984,nyesgvf@yahoo.com
322,Odd Fellows Temple,1416 North Ave,,Burlington,VT,05408,1416 North Ave Burlington VT,44.5128402,-73.2525301,,(802) 363-7075,
323,Okemo Mountain Resort,77 Okemo Ridge Rd,,Ludlow,VT,05149,77 Okemo Ridge Rd Ludlow VT,43.40161,-72.716386,,(802) 228-4041,
324,Old Mill River Place Bed and Breakfast,68 Fairfield St,,St. Albans,VT,05478,68 Fairfield St St. Albans VT,44.8088679,-73.0790948,http://www.lakechamplain.worldweb.com/St.AlbansVT/WheretoStay/BedBreakfasts/,(802) 527-5116,
325,Old Town Farm Inn,665 Vt Route 10,,Chester,VT,05143,665 Vt Route 10 Chester VT,43.3272537,-72.5935574,http://www.otfi.com/,,
326,Olde Northender Pub,23 North St,,Burlington,VT,05401,23 North St Burlington VT,44.484403,-73.221366,,(802) 864-9888,
327,On The Rise Bakery,39 Esplanade,,Richmond,VT,05477,39 Esplanade Richmond VT,44.402622,-72.9967593,http://www.ontherisebakery.net,(802) 434-7787,booking@ontherisebakery.net
328,Opus,156 St Paul St,,Burlington,VT,05401,156 St Paul St Burlington VT,44.475218,-73.213634,http://www.opusgrill.com,(802) 651-4002,info@opusgrill.com
329,Orion Pub & Grill,Route 108,,Jeffersonville,VT,05464,Route 108 Jeffersonville VT,44.6152483,-72.8155018,,(802) 644-8884,
330,Otter Creek Tavern,35C Green Street,,Vergennes,VT,05491,35C Green Street Vergennes VT,44.167203,-73.25113,http://www.ottercktav.bigstep.com,(802) 877-3667,
331,Out of Bounds,148 State St,,Rutland,VT,0570,148 State St Rutland VT,43.6090026,-72.9842615,,(802) 773-7979,
332,Outback Pizza,2841 Killington Rd,,Killington,VT,05751,2841 Killington Rd Killington VT,43.636076,-72.793485,http://www.outbackpizza.com/,(802) 422-9885,
333,Overtime Saloon,38 S Main St ,,St. Albans,VT,05478,38 S Main St  St. Albans VT,44.809945,-73.083849,,(802) 849-2935,larivier@sover.net
334,Owl's Head Blueberry Farm,263 Blueberry Farm Rd,,Richmond,VT,05477,263 Blueberry Farm Rd Richmond VT,44.367828,-73.01432,http://www.owlsheadfarm.com/,(802) 434-3387,contactus@owlsheadfarm.com
335,Pacific Rim,161 Church St,,Burlington,VT,05401,161 Church St Burlington VT,44.475649,-73.212681,,(802) 881-0643,
336,Paradise Inn,141 Main St,,Bennington,VT,05201,141 Main St Bennington VT,42.880836,-73.204628,http://www.vermontparadiseinn.com/,(802) 442-8351,
337,Paramount Theater,30 Center St,,Rutland,VT,05701,30 Center St Rutland VT,43.606379,-72.9787413,http://www.paramountvt.org/,(802) 775-0570,alice@paramountvt.org
338,Parker House Inn and Restaurant,1792 Quechee Main St,,Quechee,VT,05059,1792 Quechee Main St Quechee VT,43.6463737,-72.4197163,http://www.theparkerhouseinn.com,(802)  295-6077,
339,Paynter's,476 Us Route 7 S,,Rutland,VT,05701,476 Us Route 7 S Rutland VT,43.601896,-72.9710525,http://www.hivermont.com/,(802) 775-1911,info@hivermont.com
340,Pentangle Arts Council,31 The Green,,Woodstock,VT,05091,31 The Green Woodstock VT,43.6231988,-72.5217124,http://www.pentanglearts.org/,(802) 457-3981,
341,Peter Havens Restaurant,32 Elliot St,,Brattleboro,VT,05301,32 Elliot St Brattleboro VT,42.8519438,-72.5586544,http://www.frommers.com/destinations/brattleboro/D47291.html,(802) 257-3333,
342,Phat Kats,33  Depot St,,Lyndonville,VT,05851,33  Depot St Lyndonville VT,44.5347281,-72.0032141,http://www.myspace.com/phatkatstavern,(802) 626-3064,
343,Phoenix Bar at Sugarbush Village,1840 Sugarbush Access Rd,,Warren,VT,05674,1840 Sugarbush Access Rd Warren VT,44.145608,-72.879305,,(802) 583-1024,
344,Pickle Barrel Nightclub,1741 Killington Rd,,Killington,VT,05751,1741 Killington Rd Killington VT,43.648178,-72.7883,http://www.picklebarrelnightclub.com/,(802) 422-3035,
345,Pico Mountain Resort,4763 Killington Rd,,Killington,VT,05751,4763 Killington Rd Killington VT,43.619801,-72.80271,http://www.picomountain.com,(866) 667-PICO,
346,Pierre Motel,362 North Main St,,Barre,VT,05641,362 North Main St Barre VT,44.202076,-72.507553,http://www.central-vt.com/web/pierre/,(802) 476-3188,petegray@aol.com
347,Plainfield Town Hall,149 Main St,,Plainfield,VT,05667,149 Main St Plainfield VT,44.277842,-72.422832,,,
348,Positive Pie,22 State St,,Montpelier,VT,05602,22 State St Montpelier VT,44.260281,-72.576273,http://www.positivepie.com/,(802) 229-0453,
349,Purple Moon Pub,6163 Vermont 100,,Waitsfield,VT,05673,6163 Vermont 100 Waitsfield VT,44.1714333,-72.832193,http://www.purplemoonpub.com,(802) 496-3422,info@purplemoonpub.com
350,Putney Inn,57 Putney Landing Rd,,Putney,VT,05346,57 Putney Landing Rd Putney VT,42.963977,-72.519266,http://www.putneyinn.com/,(800) 653-5517,info@putneyinn.com
351,Quality Inn,84 South Park Dr,,Colchester,VT,05446,84 South Park Dr Colchester VT,44.503518,-73.179701,http://www.qualityinn.com,(802) 655-1400,
352,Quechee Inn at Marshland Farm,1119 Quechee Main St,,Quechee,VT,05059,1119 Quechee Main St Quechee VT,43.648696,-72.40739,,(802) 295-3133,
353,Radio Goddard,123 Pitkin Rd,,Plainfield,VT,05667,123 Pitkin Rd Plainfield VT,44.2842289,-72.4403111,http://www.wgdr.org/,,
354,Radisson Hotel,60 Battery St,,Burlington,VT,05401,60 Battery St Burlington VT,44.478205,-73.218406,http://www.radisson.com,(802) 658-6500,jbalgoi@windham.com
355,Ramada Hotel and Conference Center,1380 Putney Rd,,Brattleboro,VT,05301,1380 Putney Rd Brattleboro VT,42.8924,-72.5521179,http://www.agoda.com/north_america/united_states/brattleboro_vt/ramada_hotel_and_conference_center.html,,
356,Ramada Limited Rutland,253 South Main St,,Rutland,VT,05701,253 South Main St Rutland VT,43.590883,-72.969873,http://www.ramada.com,(802) 773-3361,
357,Randolph Area Chamber of Commerce,PO Box 9,,Randolph,VT,05060,PO Box 9 Randolph VT,43.9247446,-72.6656948,http://www.randolph-chamber.com/,(802) 728-9027,contact@randolph-chamber.com
358,Ranney-Crawford Bed & Breakfast,1097 Westminster West Rd,,Putney,VT,05346,1097 Westminster West Rd Putney VT,43.0417665,-72.5516307,http://www.ranney-crawfoRdcom/,(802) 387-4150,
359,Rasputins,163 Church St,,Burlington,VT,05401,163 Church St Burlington VT,44.475606,-73.212677,,(802) 864-9324,
360,Red Square,136 Church St,,Burlington,VT,05401,136 Church St Burlington VT,44.476564,-73.212306,,(802) 859-8909,baroge@gmail.com
361,Redmoon Saloon,118 Post St,,Rutland,VT,05701,118 Post St Rutland VT,43.602192,-72.977371,http://www.myspace.com/redmoonsaloonvt,(802) 773-0206,
362,Rhapsody Cafe,28 Main St,,Montpelier,VT,05602,28 Main St Montpelier VT,44.2590965,-72.5765248,,(802) 229-6112,
363,Rhythm & Brews Coffeehouse,UVM,,Burlington,VT,05401,UVM Burlington VT,44.4778528,-73.1964637,,(802) 656-4211,
364,Ri Ra,123 Church St,,Burlington,VT,05401,123 Church St Burlington VT,44.476857,-73.212812,http://www.rira.com,(802) 860-9401,
365,Ricker Pond State Park,526 State Forest Rd,,Groton,VT,05046,526 State Forest Rd Groton VT,44.301604,-72.3009943,http://www.vtstateparks.com/htm/ricker.htm,,
366,Rimrocks Tavern,394 Mountain Rd,,Stowe,VT,05672,394 Mountain Rd Stowe VT,44.470852,-72.686562,,(802) 253-9593,
367,Ripton Community Coffeehouse,Route 125,,Ripton,VT,05766,Route 125 Ripton VT,43.9584196,-73.0108224,http://www.sover.net/~folkfood/rcch.htm,(802) 388-9782,folkfood@sover.net
368,Ripton Community House,1305 Vermont 125,,Ripton,VT,05766,1305 Vermont 125 Ripton VT,43.974566,-73.0380331,http://rcch.org/,,
369,River Arts Center,74 Pleasant St,,Morrisville,VT,05661,74 Pleasant St Morrisville VT,44.56284,-72.597115,http://riverartsvt.org/,,
370,Riverwalk Records,10 State St,,Montpelier,VT,05602,10 State St Montpelier VT,44.260214,-72.5759878,http://www.riverwalkrecords.com/,(802) 223-3334,
371,Roadside Tavern,216 Rt 7 South,,Milton,VT,05468,216 Rt 7 South Milton VT,44.622922,-73.119403,http://www.roadsidetavernvt.com,(802) 891-6362,
372,Roaring Branch,P.O. Box 8,,Arlington,VT,05250,P.O. Box 8 Arlington VT,43.0747858,-73.1539734,http://www.roaringbranch.com/,(802) 375-6401,rblogcab@sover.net
373,Rock Art Brewery,254 Wilkins St,,Morrisville,VT,05661,254 Wilkins St Morrisville VT,44.569263,-72.603439,http://www.rockartbrewery.com/,,
374,Rosebelle's Victorian Inn,31 Franklin St,,Brandon,VT,05733,31 Franklin St Brandon VT,43.796173,-73.082794,http://www.rosebelles.com/,(802) 247-0098,innkeeper@rosebelles.com
375,Rotary Park,170 South Main St,,Rutland,VT,05701,170 South Main St Rutland VT,43.5967488,-72.9689652,,,
376,Rowell's Inn Bed & Breakfast,1834 Simonsville Rd,,Chester,VT,05143,1834 Simonsville Rd Chester VT,43.2579,-72.716469,http://www.rowellsinn.com/,,
377,Rozzi's Lakeshore Tavern,Lakeshore Dr,,Colchester,VT,05446,Lakeshore Dr Colchester VT,44.551006,-73.2315664,,(802) 863-2342,
378,Ruben James,159 Main St,,Burlington,VT,05401,159 Main St Burlington VT,44.4757869,-73.212878,,(802) 864-0744,
379,Rusty Nail Bar & Grille,1190 Mountain Rd,,Stowe,VT,05672,1190 Mountain Rd Stowe VT,44.475095,-72.702507,http://www.rustynailbar.com,(802) 253-6245,ken@rustynailbar.com
380,Rutland Country Club,PO Box 195,,Rutland,VT,05702,PO Box 195 Rutland VT,43.6106237,-72.9726065,http://www.rutlandcountryclub.com/,(802) 773-7061,
381,Ryebrook Tavern,782 Harwood Hill Rd,,Bennington,VT,05201,782 Harwood Hill Rd Bennington VT,42.9121669,-73.2116999,http://www.therybrooktavern.com/,(802) 442-7500,
382,Saint Michael's College,1 Winooski Park,,Colchester,VT,05439,1 Winooski Park Colchester VT,44.494,-73.1681068,http://www.smcvt.edu/,(802) 654-2000,
383,Sam's Charlmont Restaurant,116 Vt Route 15 W,,Morrisville,VT,05661,116 Vt Route 15 W Morrisville VT,44.576954,-72.59407,http://www.sunsetmotorinn.com/,(802) 888-4242,
384,Sami's Harmony Pub,216 Route 7,,Milton,VT,05468,216 Route 7 Milton VT,44.622922,-73.119403,,(802) 893-7267,
385,Sampler House Bed & Breakfast,22 Main St,,Milton,VT,05468,22 Main St Milton VT,44.63987,-73.110659,http://www.samplerhouse.com/,(802) 893-2724,
386,Samuel Safford Inne,722 Vt Route 9,,Bennington,VT,05201,722 Vt Route 9 Bennington VT,42.8789668,-73.1859399,http://www.samuelsaffordinne.com/,(802) 442-5934,samuelsaffordinne@myfairpoint.net
387,Sand Bar State Park,1215 U S Route 2,,Milton,VT,05468,1215 U S Route 2 Milton VT,47.3714513,-94.4791772,http://www.vtstateparks.com/htm/sandbar.htm,(802) 893-2825,
388,Santa's Land,Route 5,,Putney,VT,05346,Route 5 Putney VT,42.9924993,-72.4984254,http://www.vermontvacation.com/travelPlanner/ItemDetail.aspx?outsideLink=false&spID=16613,(800) 726-8299,santa@santasland.com
389,Second Floor Nightclub,165 Church St,,Burlington,VT,05401,165 Church St Burlington VT,44.4755589,-73.212667,http://www.myspace.com/secondfloorvt,,
390,Seyon Lodge State Park,2967 Seyon Pond Rd,,Groton,VT,05046,2967 Seyon Pond Rd Groton VT,44.227124,-72.303771,,,
391,SF Edge of Essex 1,4 Morse Dr,,Essex Junction,VT,05452,4 Morse Dr Essex Junction VT,44.509912,-73.135915,http://www.sfedge.com/,(802) 879-7734,
392,Sha-Booms,45 Lake St,,St. Albans,VT,05478,45 Lake St St. Albans VT,44.811069,-73.085109,,(802) 524-9014,
393,Shelburne Farms,1611 Harbor Rd,,Shelburne,VT,05842,1611 Harbor Rd Shelburne VT,44.395607,-73.2472777,http://www.shelburnefarms.org/,(802) 985-8686,
394,Shelburne Museum,5555 Shelburne Rd,,Shelburne,VT,05482,5555 Shelburne Rd Shelburne VT,44.3768389,-73.228508,http://www.shelburnemuseum.org,(802) 985-3346,
395,Shore Acres,237 Shore Acres Dr,,North Hero,VT,05474,237 Shore Acres Dr North Hero VT,44.803375,-73.287788,http://www.shoreacres.com/,(802) 372-8722,
396,Sidelines Sports Bar,22 Center St,,Rutland,VT,05701,22 Center St Rutland VT,43.60649,-72.9790657,,(802) 773-4300,
397,Signal Kitchen Studios,71 Main St,,Burlington,VT,05401,71 Main St Burlington VT,44.475425,-73.216677,http://www.signalkitchen.com,(802) 399-2337,mike@signalkitchen.com
398,Silver Lake State Park,20 State Park Beach Rd,,Barnard,VT,05031,20 State Park Beach Rd Barnard VT,43.7313203,-72.6162368,http://www.vtstateparks.com/htm/silver.htm,(802) 234-9451,
399,Simon Pearce The Mill At Quechee,1760 Quechee Main St,,Quechee,VT,05059,1760 Quechee Main St Quechee VT,43.645966,-72.419342,http://www.simonpearce.com,(802) 295-2711,
400,Skunk Hollow Tavern,12 Brownsville Rd,,Hartland Four Corners,VT,05049,12 Brownsville Rd Hartland Four Corners VT,43.5457553,-72.4256725,http://www.skunkhollowtavern.com/,(802) 436-2139,skunkhollowtavern@msn.com
401,Slade Hall,420 So. Prospect St,,Burlington,VT,05401,420 So. Prospect St Burlington VT,44.468788,-73.199933,http://www.uvm.edu/campus/slade/slade.html,,
402,Smuggler's Notch Inn,55 Church St,,Jeffersonville,VT,05464,55 Church St Jeffersonville VT,44.643658,-72.830635,http://www.smuggsinn.com,(802) 644-6607,info@smuggsinn.com
403,Snow Barn (Mount Snow),Rt 100,,Wilmington,VT,05363,Rt 100 Wilmington VT,42.8761372,-72.8621105,http://www.mountsnow.com/snowbarn.html,,
404,Snow Shoe Lodge & Pub,13 Main St,,Montgomery,VT,05471,13 Main St Montgomery VT,44.8774972,-72.608204,http://snowshoelodgeandpubvt.com,(802) 326-4456,snowshoelodge@hotmail.com
405,Snowed Inn,104 Miller Brook Rd,,Killington,VT,05751,104 Miller Brook Rd Killington VT,43.644215,-72.790482,http://www.snowedinn.com/,(802) 422-3407,
406,South Street Cafe,105 South St,,Bennington,VT,05201,105 South St Bennington VT,42.8779363,-73.1971911,http://www.southstreetcafe.com/,(802) 447-2433,
407,Speaking Volumes,377 Pine St,,Burlington,VT,05401,377 Pine St Burlington VT,44.4689089,-73.215424,http://www.speakingvolumesvt.com,(802) 540-0107,anaii.ender@gmail.com
408,Squiddies,Rt. 242,,Jay,VT,05859,Rt. 242 Jay VT,44.9400151,-72.4616226,,(802) 988-4459,
409,Squire House Bed & Breakfast,3395 Dorset West Rd,,Dorset,VT,05251,3395 Dorset West Rd Dorset VT,43.255707,-73.11232,http://www.squirehouse.com/,,
410,St Peter's Mission Church,16 Elm St,,Lyndonville,VT,05851,16 Elm St Lyndonville VT,44.5340373,-72.0047332,,(802) 626-5705,
411,St. Ann's Church Hall,41 Main St,,Milton,VT,05468,41 Main St Milton VT,44.638945,-73.108256,,(802) 893-2487,
412,St. Barnabas's Epsicopal Church,262 Main St,,Norwich,VT,05055,262 Main St Norwich VT,43.712292,-72.307259,http://www.st-barnabas-vermont.org/,,
413,Starksboro Community Coffeehouse,Route 116,,Starksboro,VT,05487,Route 116 Starksboro VT,44.2332376,-73.0568846,,(802) 453-7996,cuyocuyos@juno.com
414,Starlight Lounge (Eclipse Theater),Rt. 100,PO Box 709,Waitsfield,VT,05673,Rt. 100 Waitsfield VT,44.1932432,-72.8213505,http://eclipsetheater.com,(802) 496-7787,seedsofsong@hotmail.com
415,Stella Notte Restaurant Bistro,VT Route 108,,Jeffersonville,VT,05464,VT Route 108 Jeffersonville VT,44.6152483,-72.8155018,,(802) 644-8884,
416,Stepping Stone Spa And Wellness Center,1545 Darling Hill Rd,,Lyndonville,VT,05851,1545 Darling Hill Rd Lyndonville VT,44.5655549,-71.972695,http://www.steppingstonespa.com/,(866) 626-3104,
417,Sterling College,16 Sterling Dr,,Craftsbury Common,VT,05827,16 Sterling Dr Craftsbury Common VT,44.6522263,-72.3827567,http://www.sterlingcollege.edu/,(802) 586-7711,
418,Sterling Meadows Farm,33 Woods Edge Rd,,Montpelier,VT,05602,33 Woods Edge Rd Montpelier VT,44.2600593,-72.5753869,http://www.websterbarn.com/,,
419,Sterling Ridge Resort,155 Sterling Ridge Dr,,Jeffersonville,VT,05464,155 Sterling Ridge Dr Jeffersonville VT,44.636301,-72.809824,http://www.sterlingridgeresort.com/log_cabins.htm,(800) 347-8266,info@sterlingridgeresort.com
420,Stillwater State Park,44 Stillwater Rd,,Groton,VT,05046,44 Stillwater Rd Groton VT,44.2798887,-72.2742965,http://www.vtstateparks.com/htm/stillwater.htm,,
421,Stone Cottage Collectable Bed & Breakfast,196 North St,,Chester,VT,05143,196 North St Chester VT,43.274807,-72.591583,http://www.stonecottagebb.com/,,
422,Stowe Meadows,3233 Elmore Mountain Rd,,Elmore,VT,05661,3233 Elmore Mountain Rd Elmore VT,44.502348,-72.555904,http://www.stowemeadows.com/,(802) 888-0002,
423,Stoweflake Mountain Resort and Spa,1746 Mountain Rd,PO Box 369,Stowe,VT,05672,1746 Mountain Rd Stowe VT,44.4741928,-72.7118583,http://www.stoweflake.com/index.aspx,(802) 253-7355,info@stoweflake.com
424,Stowehof Inn & Resort,434 Edson Hill Rd,,Stowe,VT,05672,434 Edson Hill Rd Stowe VT,44.494583,-72.72583,http://www.stowehofinn.com,(800) 932-7136,
425,Strong House Inn,94 W Main St,,Vergennes,VT,05491,94 W Main St Vergennes VT,44.161263,-73.261185,http://www.stronghouseinn.com/,(802) 877-3337,
426,Sue Z Cues Bar,108 School St,,Bennington,VT,05201,108 School St Bennington VT,42.878876,-73.195137,,(802) 447-8558,
427,Sugarbush Resort,1840 Sugarbush Access Rd,,Warren,VT,05674,1840 Sugarbush Access Rd Warren VT,44.145608,-72.879305,http://www.sugarbush.com/,(800) 537-8427,
428,Super 8 Burlington,2572 Shelburne Rd,,Shelburne,VT,05482,2572 Shelburne Rd Shelburne VT,44.418152,-73.213165,http://www.super8vt.com,(802) 985-8037,
429,Swany's Tavern,215 Main St,,Vergennes,VT,05491,215 Main St Vergennes VT,44.1674276,-73.2524939,,(802) 877-3667,
430,Sweetwaters,118 Church St,,Burlington,VT,05401,118 Church St Burlington VT,44.476974,-73.212339,http://www.sweetwatersbistro.com,(802) 864-9800,rcatlan@steakseafood.com
431,Swift House Inn,25 Stewart Lane,,Middlebury,VT,05753,25 Stewart Lane Middlebury VT,44.0184209,-73.1652299,http://www.swifthouseinn.com/,(802) 388-9925,
432,T-Bird Motor Inn,4405 Shelburne Rd,,Shelburne,VT,05482,4405 Shelburne Rd Shelburne VT,44.392166,-73.220726,http://www.tbirdmotorinn.com,(802) 985-3663,
433,Tamarack Grill,223 Sherburne Lodge Rd,,East Burke,VT,05832,223 Sherburne Lodge Rd East Burke VT,44.5878859,-71.9161441,http://www.skiburke.com/tamarackgrill/,(802) 626-7390,
434,Tapas Restaurant & Tavern,128 Merchants Row,,Rutland,VT,05701,128 Merchants Row Rutland VT,43.6058367,-72.9789852,http://tapasrutland.com/,(802) 775-1550,
435,Tavern at the Inn at Essex,70 Essex Way,,Essex Junction,VT,05452,70 Essex Way Essex Junction VT,44.501583,-73.078732,http://www.innatessex.com,(802) 878-1100,jiml@innatessex.com
436,The Alerin Barn,1838 Spaulding Rd,,St. Johnsbury,VT,05819,1838 Spaulding Rd St. Johnsbury VT,44.453941,-71.971413,http://www.thealerinbarn.com/,(802) 748-3417,
437,The Andrie Rose Inn,13 Pleasant St,,Ludlow,VT,05149,13 Pleasant St Ludlow VT,43.3949142,-72.7015343,,(802) 228-4846,
438,The Arlington Inn,3904 Vt Route 7A,,Arlington,VT,05250,3904 Vt Route 7A Arlington VT,43.074736,-73.153471,http://www.arlingtoninn.com/,(800) 375-6532,
439,The Artist's Loft Bed & Breakfast,103 Main St,,Brattleboro,VT,05301,103 Main St Brattleboro VT,42.8523117,-72.5578185,http://www.theartistsloft.com/,(802) 257-5181,
440,The Bakery,294 North Winooski Ave.,,Burlington,VT,05401,294 North Winooski Ave. Burlington VT,44.4874658,-73.2081215,,,
441,The Barn At Lang Farm,51 Upper Main St,,Essex Junction,VT,05452,51 Upper Main St Essex Junction VT,44.504886,-73.088502,http://www.langbarn.com/,,
442,The Bayside Pavillion,Lake Rd,,St. Albans,VT,05478,Lake Rd St. Albans VT,44.811741,-73.125931,,(802) 527-4730,
443,The Bed & Breakfast At Middlesex College,677 Center Rd,,Montpelier,VT,05602,677 Center Rd Montpelier VT,44.323555,-72.648788,http://www.central-vt.com/web/middlebb/,,
444,The Birdcage Bed & Breakfast Inn,224 Wheeler Rd,,Brandon,VT,05733,224 Wheeler Rd Brandon VT,43.80592,-73.081947,http://www.birdcagevermont.com/english/index.php,(802) 247-4634,inn@birdcagevermont.com
445,The Bundy Center For The Arts,361 Bundy Rd,,Waitsfield,VT,05673,361 Bundy Rd Waitsfield VT,44.148746,-72.833008,http://www.eventective.com/USA/Vermont/Waitsfield/75953/The-Bundy-Center-For-The-Arts.html,,
446,The Cascades Lodge and Restaurant,58 Old Mill Rd,,Killington,VT,05751,58 Old Mill Rd Killington VT,43.630374,-72.79582,http://www.cascadeslodge.com/,(800) 345-0113,
447,The Catamount Arts Building,115 Eastern Ave.,,St. Johnsbury,VT,05819,115 Eastern Ave. St. Johnsbury VT,44.418228,-72.018234,http://www.catamountarts.org/,(802) 748-2600,
448,The Charlmont Restaurant,116 VT RT 15W,,Morrisville,VT,05661,116 VT RT 15W Morrisville VT,44.576954,-72.59407,http://www.sunsetmotorinn.com/,(802) 888-4242,
449,The Chester House,266 Main St,,Chester,VT,05143,266 Main St Chester VT,43.2651139,-72.599464,http://www.chesterhouseinn.com/,(802) 875-2205,
450,The Colonel's Cabin,940 Route 5,,Dummerston,VT,05301,940 Route 5 Dummerston VT,42.919991,-72.536949,http://www.colonelscabin.com/wordpress/,(802) 254-8884,colonelscabin@inbox.com
451,The Dairy Center,2445 Sampsonville Rd,,Enosburg Falls,VT,05450,2445 Sampsonville Rd Enosburg Falls VT,44.921253,-72.7507399,,(802) 933-2030,
452,The Deming House,3929 Route 7A,,Arlington,VT,05250,3929 Route 7A Arlington VT,43.0843639,-73.1442387,http://www.thedeminghouse.com/,(802) 375-9700,webmaster@thedeminghouse.com
453,The Den,7412 Mountain Rd,,Stowe,VT,05672,7412 Mountain Rd Stowe VT,44.530061,-72.7829319,http://www.facebook.com/pages/The-Den/129777150414840,,
454,The Dorset Inn,8 Church St On the Green,,Dorset,VT,05251,8 Church St On the Green Dorset VT,43.7032614,-79.5251402,http://www.dorsetinn.com/,(802) 867-5500,
455,The Down Under Bar - at The Silo,Route 100,,Mount Snow,VT,05356,Route 100 Mount Snow VT,42.9589685,-72.9237112,http://www.thesilomountsnow.com/,(802) 464-2553,silorestaurant@yahoo.com
456,The Dutch Mill,4385 Shelburne Rd,,Shelburne,VT,05482,4385 Shelburne Rd Shelburne VT,44.393356,-73.217636,http://www.dutchmillvt.com,(802) 985-3568,
457,The Exchange Coffee House & Bistro,Center St & Merchants Row,,Barre,VT,05641,Center St & Merchants Row Barre VT,44.1978189,-72.502973,,(802) 775-3337,
458,The Fairbanks Inn LLC,401 Western Ave,,St. Johnsbury,VT,05819,401 Western Ave St. Johnsbury VT,44.417553,-72.027222,http://www.stjay.com,(802) 748-5666,
459,The Fan House,P O Box 294,,Barnard,VT,05031,P O Box 294 Barnard VT,43.728679,-72.6189876,http://www.thefanhouse.com/,(802) 234-6704,swidness@aol.com
460,The Four Chimneys Inn,21 West Rd,,Bennington,VT,05201,21 West Rd Bennington VT,42.882931,-73.216934,http://www.fourchimneys.com/,(802) 447-3500,
461,The Garrison Lodge,2354 Mill Brook Rd,,Waitsfield,VT,05763,2354 Mill Brook Rd Waitsfield VT,44.1932092,-72.8888913,http://www.garrisoncondos.com/,,
462,The Gazebo Inn,25 Grove St,,Brandon,VT,05733,25 Grove St Brandon VT,43.801998,-73.0951,http://www.vermontgazeboinn.com/,,gazebo@sover.net
463,The Governor's House In Hyde Park,100 Main St,,Hyde Park,VT,05655,100 Main St Hyde Park VT,44.5937176,-72.6177649,,(802) 888-6888,info@onehundredmain.com
464,The Grange,State Highway 30,,Castleton,VT,05735,State Highway 30 Castleton VT,43.6645454,-73.1912696,,,
465,The Green Door Pub,Mountain Rd,,West Wardsboro,VT,05360,Mountain Rd West Wardsboro VT,43.0786366,-72.8765542,http://www.greendoorpub.com/,(802) 297-0171,
466,The Grey Bonnet Inn,831 Route 100,,Killington,VT,05751,831 Route 100 Killington VT,43.6788219,-72.811363,http://www.greybonnetinn.com/content/home/,(802) 775-2537,info@greybonnetinn.com
467,The Hollow Inn and Motel,278 South Main St,,Barre,VT,05641,278 South Main St Barre VT,44.181465,-72.5001769,http://www.hollowinn.com/,(802) 479-9313,thehollowinn@charter.net
468,The Hub Pizzeria and Pub,21 Lower Main St,,Johnson,VT,05656,21 Lower Main St Johnson VT,44.635227,-72.679726,http://www.thehubvt.com/,(802) 635-7626,contact@thehubvt.com
469,The Hulbert Outdoor Center,2968 Lake Morey Rd,,Fairlee,VT,05045,2968 Lake Morey Rd Fairlee VT,43.935776,-72.141037,http://www.alohafoundation.org/hulbert,,
470,The Indigo Lounge,Route 100,,Mount Snow,VT,05356,Route 100 Mount Snow VT,42.9589685,-72.9237112,,(802) 464-2500,
471,The Inn at Chelsea Farm,P O Box 127,,Barnard,VT,05031,P O Box 127 Barnard VT,43.728679,-72.6189876,http://www.innatchelseafarm.com/,(802) 234-9888,innkeeper@innatchelseafarm.com
472,The Inn at Lareau Farm,48 Lareau Rd,,Waitsfield,VT,05673,48 Lareau Rd Waitsfield VT,44.172559,-72.833919,http://www.lareaufarminn.com/,(802) 496-4949,
473,The Inn at Montpelier,147 Main St,,Montpelier,VT,05602,147 Main St Montpelier VT,44.262103,-72.572356,http://www.innatmontpelier.com/,(802) 223-2727,
474,The Inn at Rutland,70 North Main St,,Rutland,VT,05701,70 North Main St Rutland VT,43.613464,-72.9728389,http://www.innatrutland.com/,(802) 773-0575,
475,The Inn At The Mad River Barn,2849 Millbrook Rd,,Waitsfield,VT,05673,2849 Millbrook Rd Waitsfield VT,44.1959032,-72.8915191,http://www.madriverbarn.com/,(802) 496-3310,
